fpath,KUK_ID,FileName,FileFormat,FolderPath,subcorpus,SourceDB,SourceID,DocumentTitle,ClarityPursuit,Readability,SyllogismBased,DocumentVersion,ParentDocumentID,LegalActType,Objectivity,Bindingness,AuthorType,RecipientType,RecipientIndividuation,Anonymized,Recipient Type,class,RuleAbstractNouns,RuleAmbiguousRegards,RuleAnaphoricReferences,RuleCaseRepetition,RuleCaseRepetition.max_repetition_count,RuleCaseRepetition.max_repetition_count.v,RuleCaseRepetition.max_repetition_frac,RuleCaseRepetition.max_repetition_frac.v,RuleConfirmationExpressions,RuleDoubleAdpos,RuleDoubleAdpos.max_allowable_distance,RuleDoubleAdpos.max_allowable_distance.v,RuleDoubleComparison,RuleFunctionWordRepetition,RuleGPadjective,RuleGPcoordovs,RuleGPdeverbaddr,RuleGPdeverbsubj,RuleGPpatbenperson,RuleGPpatinstr,RuleGPwordorder,RuleIncompleteConjunction,RuleInfVerbDistance,RuleInfVerbDistance.max_distance,RuleInfVerbDistance.max_distance.v,RuleLiteraryStyle,RuleLongSentences,RuleLongSentences.max_length,RuleLongSentences.max_length.v,RuleMultiPartVerbs,RuleMultiPartVerbs.max_distance,RuleMultiPartVerbs.max_distance.v,RulePassive,RulePredAtClauseBeginning,RulePredAtClauseBeginning.max_order,RulePredAtClauseBeginning.max_order.v,RulePredObjDistance,RulePredObjDistance.max_distance,RulePredObjDistance.max_distance.v,RulePredSubjDistance,RulePredSubjDistance.max_distance,RulePredSubjDistance.max_distance.v,RuleRedundantExpressions,RuleReflexivePassWithAnimSubj,RuleRelativisticExpressions,RuleTooFewVerbs,RuleTooFewVerbs.min_verb_frac,RuleTooFewVerbs.min_verb_frac.v,RuleTooLongExpressions,RuleTooManyNegations,RuleTooManyNegations.max_allowable_negations,RuleTooManyNegations.max_allowable_negations.v,RuleTooManyNegations.max_negation_frac,RuleTooManyNegations.max_negation_frac.v,RuleTooManyNominalConstructions,RuleTooManyNominalConstructions.max_allowable_nouns,RuleTooManyNominalConstructions.max_allowable_nouns.v,RuleTooManyNominalConstructions.max_noun_frac,RuleTooManyNominalConstructions.max_noun_frac.v,RuleVerbalNouns,RuleWeakMeaningWords,RuleWrongValencyCase,RuleWrongVerbonominalCase,activity,ari,atl,char_count,cli,entropy,fkgl,fre,gf,hpoint,maentropy,maentropy.v,mamr,mattr,mattr.v,num_hapax,sent_count,smog,syllab_count,ttr,verb_dist,word_count
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/PR_Bitova__Nachtegalova.txt,66f19554c6537d54ff062455,PR_Bitova__Nachtegalova,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,medium,False,Original,,individual,quasiobjective,False,individual,,individual,On-site anonymization,,bad,3.0,,2.0,615,1.5577235772357723,0.7710258571152125,0.9715482349628691,0.08108491738922183,,7.0,4.285714285714286,0.6420453428086075,,,,,5.0,,,1.0,1.0,,35.0,2.2,0.712756192799706,13.0,125,21.28,0.8035754177365015,95,2.357894736842105,0.8205009133486116,21.0,195,4.476923076923077,1.1655885254513663,100.0,2.66,0.9999683071431762,101,2.4554455445544554,0.9490506785344179,,2.0,,103,0.12395063441948014,0.45766451972462985,16.0,24.0,1.1666666666666667,0.41275149629406577,0.2604016354016354,0.7792857515139898,171,4.380116959064328,0.7022186127478227,0.38060279228933364,0.35356277882205067,118,8.0,,,0.4064516129032258,11.932273432730483,5.449933833259815,12355.0,11.137715041905603,8.338239965821206,13.096479153065722,40.0460058826643,14.894452933392149,18.0,5.981560555370162,0.023500909193018654,0.09944649446494458,0.7227721402214022,0.06613152858099432,342.0,125.0,13.761562935745413,4979.0,0.29201588001764445,14.579787234042554,2267.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Nesoucinnost-U.txt,66f1be83c6537d54ff06248e,Mestsky_urad_Nesoucinnost-U,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,low,False,Original,,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,bad,,,2.0,132,1.7954545454545454,0.676869454426755,0.9611313349949714,0.09151405737763496,,3.0,4.333333333333333,0.532938710021193,,1.0,,,,,,,,,2.0,7.0,0.4040610178208843,3.0,16,45.6875,1.4714245281130676,33,16.636363636363637,0.9700271265462015,10.0,34,7.323529411764706,2.760497650225626,15.0,45.46666666666667,1.4851420304294116,24,10.958333333333334,1.4099887557929534,,2.0,,15,0.1112122388558893,0.6905550955509272,1.0,10.0,1.0,-1.0,0.13212662337662337,0.6901371007682259,32,5.21875,1.269861916955612,0.36730748758351156,0.4619252674770204,33,,,,0.23809523809523808,22.479342105263157,4.907894736842105,2984.0,9.414473684210526,7.393218999818538,20.67163157894737,25.58426315789474,20.594736842105263,10.0,5.968627472619424,0.036550606306997135,0.0822396856581532,0.7174459724950885,0.106217437834231,135.0,16.0,16.061879428645646,1152.0,0.41118421052631576,24.416666666666668,608.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_prezkoumani_zdravotni_zpusobilosti_sroz.txt,66f1be83c6537d54ff06248f,Mestsky_urad_prezkoumani_zdravotni_zpusobilosti_sroz,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,True,Redesign,66f1be84c6537d54ff062491,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,,,,116,1.7844827586206897,0.630575960294671,0.958128078817734,0.09691215787471656,,2.0,5.5,0.899954085146515,,,,,,,,,,,8.0,2.625,0.608758022345499,,21,45.38095238095238,1.8920868957412305,20,3.65,0.9667002062672521,,40,3.55,0.8906682292855576,15.0,2.3333333333333335,0.7880299827064416,14,3.9285714285714284,0.9390585159490068,,1.0,,19,0.10124881940951551,0.6152325803615668,,8.0,1.25,0.3703280399090206,0.12558760683760684,0.4315041349904727,32,4.40625,0.8088035849414054,0.2917322562306115,0.3287851137961765,35,,,,0.3486238532110092,16.284922953451044,5.382022471910112,2874.0,11.27078651685393,7.281040217755291,16.224654895666127,32.373260032102735,17.437346174424828,9.0,5.939782763756179,0.03272489623747661,0.06370114942528737,0.6948965517241379,0.10824362433609978,131.0,21.0,15.406916988373787,1134.0,0.4250936329588015,17.864864864864863,534.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_PRIKAZ.txt,66f1be84c6537d54ff062490,Mestsky_urad_PRIKAZ,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,False,Original,,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,2.0,,3.0,679,1.4786450662739323,0.5710743628931807,0.9783696421398925,0.07089086233615843,,40.0,13.3,1.9202640505360864,,1.0,,,1.0,,,,,,13.0,3.076923076923077,0.7559486314117733,28.0,62,57.46774193548387,1.296812419703594,113,36.991150442477874,2.277124784495949,34.0,182,6.456043956043956,2.511850717289165,51.0,4.490196078431373,2.6125669364086956,135,3.77037037037037,1.3484818300111232,,3.0,,58,0.11906644377100452,0.6152566745603896,,24.0,1.2916666666666667,0.3594624166355121,0.15377636800334168,0.7266772640837004,173,4.595375722543353,1.1659396156100068,0.34653933680352295,0.3876746551121527,117,1.0,,,0.28225806451612906,25.881207511931933,4.7974683544303796,12886.0,8.998585256887564,8.146287167538336,23.05973681994068,20.596461787288078,22.870002319251007,22.0,5.62291241262088,0.12782136099938035,0.0743525318902204,0.6364166988790104,0.23017871662234213,319.0,61.0,16.87165143108679,4869.0,0.24609084139985107,25.359712230215827,2686.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Usneseni_narizeni_podrobit_se_prezkoumani_zdravotni_zpusobilosti.txt,66f1be84c6537d54ff062491,Mestsky_urad_Usneseni_narizeni_podrobit_se_prezkoumani_zdravotni_zpusobilosti,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,False,Original,,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,,,1.0,153,1.8496732026143792,0.6786947275800238,0.9565126050420167,0.0956877128470036,,2.0,12.0,0.11785113019775793,,,,,,,,,,,4.0,3.75,1.1392004993756708,5.0,23,62.95652173913044,1.4637370104184684,22,7.0,1.1747257397597248,3.0,33,7.9393939393939394,2.3810714689501107,11.0,33.0,3.035571178267567,26,8.307692307692308,2.5089688228799925,,1.0,,17,0.07098634851962561,0.4431777269979668,1.0,7.0,1.2857142857142858,0.3795166950355407,0.11130030959752323,0.6614948634170952,29,6.724137931034483,0.6661508288922637,0.3503733706152331,0.3211315090562948,47,,,,0.19852941176470587,19.447026137957415,5.5175953079178885,3763.0,12.068181818181818,7.355641865083321,18.497365038888177,24.790993369883978,19.778758128267242,10.0,5.915949161934348,0.031468142118960304,0.053533447684391056,0.6860548885077187,0.1064474692859532,140.0,23.0,16.969476424260193,1454.0,0.3709677419354839,43.92307692307692,682.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_PRIKAZ_REV2.txt,66f1be84c6537d54ff062492,Mestsky_urad_PRIKAZ_REV2,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,True,Redesign,66f1be84c6537d54ff062490,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,2.0,,,618,1.5129449838187703,0.5746612267935711,0.9773441768587401,0.07194216084250038,,13.0,13.384615384615385,1.7599912021303308,,,,,,,,1.0,,,12.0,2.3333333333333335,0.7155832370886187,18.0,72,45.94444444444444,1.4938327571065602,94,18.4468085106383,2.372825658866487,18.0,189,5.37037037037037,1.7213600512495633,63.0,2.238095238095238,0.8669670623200656,137,3.124087591240876,1.1478592931418587,,3.0,,64,0.12325000760220156,0.5339616338172893,1.0,26.0,1.3076923076923077,0.4199192540605823,0.17124350008965392,0.7351396441511765,176,4.113636363636363,1.0151446653802183,0.3354664390386976,0.3246789771371759,93,1.0,,,0.3291139240506329,20.34452562202462,4.951899757477769,12251.0,9.541592562651578,8.032499704438274,18.696057082547384,32.23597080750922,19.160774274678886,22.0,5.637490913418359,0.12658031156234809,0.0744968421052632,0.6362315789473684,0.21350746689577504,277.0,72.0,15.451664245453678,4665.0,0.2396928051738076,21.161290322580644,2474.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Nesoucinnost-U_sroz.txt,66f1be84c6537d54ff062493,Mestsky_urad_Nesoucinnost-U_sroz,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,True,Redesign,66f1be83c6537d54ff06248e,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,,,,103,1.5922330097087378,0.5928060165857011,0.967259978425027,0.0860409959490755,,2.0,10.0,0.565685424949238,,,,,,,,,,,6.0,1.6666666666666667,0.4898979485566356,1.0,19,29.42105263157895,1.016356479835166,20,2.0,0.6882472016116853,1.0,51,3.764705882352941,1.4670468849017746,22.0,1.8636363636363635,0.47694057236337245,18,7.0,1.5725740668338235,,1.0,,19,0.13341627329416206,0.5759939912540584,,9.0,1.0,-1.0,0.14062284846598572,0.5137510422695943,32,4.34375,1.4508480871662985,0.3368952284707896,0.26819487509451645,21,,,,0.4583333333333333,13.626695867184743,4.984340044742729,2228.0,9.310738255033558,7.287122898499935,14.127115977864122,43.09989485458611,15.674508418697753,7.0,5.914899426505394,0.028009178205958187,0.09554597701149425,0.700948275862069,0.08042575069047027,127.0,19.0,14.094315096169485,895.0,0.4854586129753915,12.372093023255815,447.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/1A_dokument_puvodni_ustanoven_zastupce_vyzva_k_doplneni_kast_pouceni.txt,674465a7c6537d54ff06315a,1A_dokument_puvodni_ustanoven_zastupce_vyzva_k_doplneni_kast_pouceni,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,False,Original,674465a7c6537d54ff06315d,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,,,1.0,222,1.4954954954954955,0.5855956397216306,0.9748283998283999,0.07661898742551679,,,,,,,,,1.0,,,,,,8.0,5.125,1.9718422372105109,10.0,44,22.431818181818183,0.8470055643626331,36,3.0833333333333335,0.891997185781863,6.0,68,3.8676470588235294,0.8706987664584648,25.0,3.32,0.8235992182656963,48,2.6458333333333335,0.7498078739436863,,3.0,,34,0.11369629437900244,0.5599600486029479,1.0,10.0,1.5,0.5665577237325317,0.21213675213675215,0.7368597169489853,65,4.338461538461538,0.6942174318351922,0.3709625197965589,0.3204652484555738,29,,,,0.3352941176470588,11.452409311027953,5.209443099273607,4303.0,10.060895883777237,7.515266567297823,11.955468302883556,49.00392493946731,13.852916574950473,11.0,5.94377299250677,0.022246250030670853,0.08966987620357636,0.7087757909215956,0.06107420108342299,175.0,44.0,12.986315366051777,1681.0,0.37530266343825663,17.803571428571427,826.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/2A_dokument_puvodni_vyzva_k_zaplaceni_SOP_a_k_doplneni_kast_pouceni.txt,674465a7c6537d54ff06315b,2A_dokument_puvodni_vyzva_k_zaplaceni_SOP_a_k_doplneni_kast_pouceni,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,True,Original,,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,1.0,,1.0,232,1.5387931034482758,0.6836556535672434,0.9790892297357815,0.07023891695689977,,,,,,,,,,,,,,,13.0,2.8461538461538463,0.7004468294567627,14.0,40,26.55,1.1424596933023319,31,3.193548387096774,1.1587814922645905,4.0,71,4.690140845070423,0.930486324961273,39.0,2.8461538461538463,1.1970354112181796,40,2.775,1.373999782164799,,1.0,,29,0.12925269403693507,0.5742218783351076,1.0,13.0,1.4615384615384615,0.5311184387094948,0.21511683105975912,0.7078810328347963,66,4.287878787878788,0.7462506785095623,0.36201113623714243,0.30087948011643945,37,3.0,,,0.355,13.158153211009179,5.1536697247706424,4494.0,10.010321100917432,7.60987928313729,13.355630733944949,45.12709724770643,14.591559633027524,11.0,5.987684204513378,0.023134613818917404,0.09711513583441134,0.720608020698577,0.06755356681133928,191.0,40.0,13.348371206891418,1758.0,0.38073394495412843,15.228571428571428,872.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/0006_0Vol_2200011_20221208094205.txt,674465a7c6537d54ff06315c,0006_0Vol_2200011_20221208094205,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,True,Original,,individual,quasiobjective,True,authority,combined,bulk,On-site anonymization,,good,,,,112,1.9642857142857142,0.8855460434674678,0.9530992321170892,0.10135897580805804,,3.0,5.666666666666667,0.7131973913518906,,,,,,,,,,,3.0,22.666666666666668,1.131970905760342,4.0,24,28.083333333333332,1.1096066800447042,11,2.909090909090909,1.6302199813215394,1.0,30,5.8,1.12868727762986,15.0,3.8,1.349932944735754,26,3.8846153846153846,1.4366606161878608,,,,16,0.07943980442728092,0.4968729186409297,,5.0,1.8,0.4648111258522642,0.4033333333333333,0.8600602142643105,30,6.566666666666666,0.8592966642607851,0.39832538126700506,0.3014904148172437,19,1.0,,,0.3118279569892473,13.92085177595628,5.176684881602914,2842.0,10.18014571948998,7.264834667881477,14.034171220400726,42.5158324225865,16.87313296903461,9.0,5.942650012670339,0.035386209531019015,0.07233333333333336,0.6994444444444444,0.10342296330729288,118.0,24.0,15.134931603849854,1114.0,0.40255009107468126,22.928571428571427,549.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/1B_dokument_prepsany_ustanoven_zastupce_vyzva_k_doplneni_kast_pouceni.txt,674465a7c6537d54ff06315d,1B_dokument_prepsany_ustanoven_zastupce_vyzva_k_doplneni_kast_pouceni,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,False,Redesign,,individual,quasiobjective,True,authority,natural person,individual,On-site anonymization,,good,,,,176,1.375,0.4955528319049068,0.9821022727272727,0.06490772171265898,,,,,,,,,,,,1.0,,,7.0,5.857142857142857,1.8267190909713118,9.0,38,20.63157894736842,0.9089767020853615,31,3.161290322580645,0.7838125230941108,5.0,62,3.096774193548387,0.612439241810096,24.0,2.7083333333333335,0.846743485647357,43,2.441860465116279,0.7598810993664649,,4.0,,28,0.12961584486348546,0.4960437329233469,,8.0,1.625,0.5637694654233257,0.21298840048840048,0.6685564491020971,58,3.586206896551724,0.7887556641749641,0.35454730012175556,0.33711984344264345,24,,,,0.424,9.932794881038213,5.050228310502283,3318.0,9.181887366818875,7.307476294346951,11.002536970279579,52.720576864535744,12.882303933349357,10.0,5.900656286554979,0.026695957251612473,0.09924731182795699,0.6931362007168459,0.06866203423567337,137.0,38.0,12.303257153313005,1324.0,0.3850837138508371,15.153846153846153,657.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/0010_0Vol_2200020_20221207153332.txt,674465a7c6537d54ff06315e,0010_0Vol_2200020_20221207153332,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,high,False,Original,,individual,quasiobjective,True,authority,combined,bulk,On-site anonymization,,good,2.0,,,641,1.5210608424336973,0.6225960896610863,0.9732635019686501,0.07951075717639869,1.0,11.0,8.454545454545455,0.7468746303717172,,,,,,,,1.0,2.0,,27.0,2.4444444444444446,1.7368614963769988,27.0,135,22.20740740740741,1.1122015804051797,113,14.5929203539823,1.8123121616771827,15.0,249,4.78714859437751,1.9238709209339684,121.0,2.7024793388429753,1.054905883841803,160,3.06875,1.3719213182516523,,2.0,,99,0.13357164414459483,0.48065447471824707,2.0,52.0,1.4615384615384615,0.4971266086484839,0.23597228877206253,0.7061309021384558,219,3.7442922374429224,0.9300504097269825,0.3451270768805535,0.36675880492324386,56,3.0,,,0.4773662551440329,11.817261864504253,5.255822981366459,13539.0,10.303532608695653,8.138416784184809,12.511545059811361,45.79484681389465,15.722654704393836,23.0,5.983342561472594,0.024955371969130884,0.09157852240613651,0.7175575292692773,0.08237190250385146,312.0,135.0,14.351788616270959,5354.0,0.2453416149068323,13.329004329004329,2576.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/0017_0Vol_2200026_20221212160257.txt,674465a7c6537d54ff06315f,0017_0Vol_2200026_20221212160257,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,medium,,Original,,individual,,True,authority,combined,bulk,On-site anonymization,,bad,7.0,,,675,1.5466666666666666,0.6355609371775256,0.9740658436213991,0.07751134498854136,,7.0,6.428571428571429,0.9283819279344177,,,,,,,,1.0,,,49.0,2.142857142857143,0.779719797724133,17.0,136,23.38235294117647,0.8735432090491453,149,2.530201342281879,0.7951861893027086,26.0,295,4.227118644067796,0.9891320889055134,120.0,2.35,0.7290510669030518,160,3.08125,0.9671263116817075,,1.0,1.0,115,0.14832929711248544,0.45073089288990725,,60.0,1.4833333333333334,0.5479926375336978,0.1991619269676545,0.6474886969071627,247,3.2550607287449393,1.0084922778687277,0.32389960510596566,0.38398924213414376,63,4.0,,,0.4853195164075993,13.525666599631307,5.359840232389252,14761.0,10.94121278140886,8.398086564358424,14.626724037763253,35.32341530640747,16.404129378247024,21.0,6.056712142904709,0.01986328496445077,0.0931638418079096,0.7512015065913371,0.0633616784874202,419.0,130.0,14.836745963215662,6032.0,0.280319535221496,11.592857142857143,2754.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/41_A_32-2022_rozsudek_Martina_Kopy_Anna_Rybarova_a_kousava_akita_inu.txt,674465a7c6537d54ff063160,41_A_32-2022_rozsudek_Martina_Kopy_Anna_Rybarova_a_kousava_akita_inu,TXT,data/KUKY/TXT,KUKY,SourceDB,,,,low,False,Original,,individual,quasiobjective,True,authority,combined,bulk,On-site anonymization,,bad,12.0,,6.0,1318,1.6062215477996966,0.5924536022749841,0.9706301033311656,0.0820318313092571,,20.0,6.05,1.0528849823860669,,,,1.0,,2.0,4.0,4.0,2.0,,57.0,3.1228070175438596,1.225476336801542,20.0,281,20.754448398576514,0.874386902794901,181,2.977900552486188,1.070116725212335,10.0,498,5.042168674698795,1.1948131805065183,190.0,2.736842105263158,1.5567530343694447,310,3.5709677419354837,1.3400680859511747,,5.0,1.0,227,0.12836251813219926,0.49843270071513474,4.0,78.0,1.2692307692307692,0.43383213394321696,0.1963036816543604,0.6273842352774948,432,3.6064814814814814,0.7542439812603634,0.334812188116435,0.3597705875888697,237,17.0,,,0.4090909090909091,11.053865814954989,5.206781654253234,26565.0,9.996687573500589,8.642939459818733,12.243476211966275,45.89194324882715,13.848286137178775,31.0,6.069305992910827,0.026177426496315895,0.07845892464521287,0.75199080551669,0.08214944170336574,565.0,281.0,13.006244760106519,10723.0,0.2159937279498236,13.038543897216273,5102.0
