fpath,KUK_ID,class,FileName,FolderPath,subcorpus,DocumentTitle,Readability,ClarityPursuit,SyllogismBased,SourceDB,RuleAbstractNouns,RuleAmbiguousRegards,RuleAnaphoricReferences,RuleCaseRepetition,RuleCaseRepetition.max_repetition_count,RuleCaseRepetition.max_repetition_count_v,RuleCaseRepetition.max_repetition_frac,RuleCaseRepetition.max_repetition_frac_v,RuleConfirmationExpressions,RuleDoubleAdpos,RuleDoubleAdpos.max_allowable_distance,RuleDoubleAdpos.max_allowable_distance_v,RuleDoubleComparison,RuleFunctionWordRepetition,RuleGPadjective,RuleGPcoordovs,RuleGPdeverbaddr,RuleGPdeverbsubj,RuleGPpatbenperson,RuleGPpatinstr,RuleGPwordorder,RuleIncompleteConjunction,RuleInfVerbDistance,RuleInfVerbDistance.max_distance,RuleInfVerbDistance.max_distance_v,RuleLiteraryStyle,RuleLongSentences,RuleLongSentences.max_length,RuleLongSentences.max_length_v,RuleMultiPartVerbs,RuleMultiPartVerbs.max_distance,RuleMultiPartVerbs.max_distance_v,RulePassive,RulePredAtClauseBeginning,RulePredAtClauseBeginning.max_order,RulePredAtClauseBeginning.max_order_v,RulePredObjDistance,RulePredObjDistance.max_distance,RulePredObjDistance.max_distance_v,RulePredSubjDistance,RulePredSubjDistance.max_distance,RulePredSubjDistance.max_distance_v,RuleRedundantExpressions,RuleReflexivePassWithAnimSubj,RuleRelativisticExpressions,RuleTooFewVerbs,RuleTooFewVerbs.min_verb_frac,RuleTooFewVerbs.min_verb_frac_v,RuleTooLongExpressions,RuleTooManyNegations,RuleTooManyNegations.max_allowable_negations,RuleTooManyNegations.max_allowable_negations_v,RuleTooManyNegations.max_negation_frac,RuleTooManyNegations.max_negation_frac_v,RuleTooManyNominalConstructions,RuleTooManyNominalConstructions.max_allowable_nouns,RuleTooManyNominalConstructions.max_allowable_nouns_v,RuleTooManyNominalConstructions.max_noun_frac,RuleTooManyNominalConstructions.max_noun_frac_v,RuleVerbalNouns,RuleWeakMeaningWords,RuleWrongValencyCase,RuleWrongVerbonominalCase,activity,ari,atl,char_count,cli,entropy,fkgl,fre,gf,hpoint,maentropy,maentropy_v,mamr,mattr,mattr_v,num_hapax,sent_count,smog,syllab_count,ttr,verb_dist,word_count
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Duchody.txt,671918e2c6537d54ff0626de,bad,Duchody,data/KUKY/TXT,KUKY,,low,,False,SourceDB,6.0,,,403,1.7245657568238213,0.7465921882863461,0.9719715768102865,0.08041042086216726,,9.0,3.7777777777777777,0.3181368772468226,,,,,,1.0,,,1.0,,50.0,2.32,0.9274960780178686,13.0,135,13.28888888888889,0.8048709090580357,68,2.411764705882353,0.78552253070694,10.0,153,3.450980392156863,0.8906255365603566,76.0,2.473684210526316,0.8151500439089754,72,2.486111111111111,0.7930378295373599,,4.0,,96,0.19098470917917929,0.7310523550392823,4.0,33.0,1.2121212121212122,0.4948958223707287,0.23606125751847676,0.9289011837926883,137,3.3795620437956204,0.7096536710645658,0.3315618817180755,0.3807346794315878,117,9.0,,,0.41627906976744183,8.598902420602421,5.586609336609337,9095.0,10.985442260442264,8.078382605334983,10.27559614159614,47.89815930475933,12.489551369551371,15.0,5.980510276967717,0.02433976498689748,0.09073904512753439,0.7220928711576193,0.07694218621437829,265.0,135.0,11.813810549772704,3636.0,0.31388206388206386,10.662921348314606,1628.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Odpadni-vody.txt,671918e2c6537d54ff0626df,bad,Odpadni-vody,data/KUKY/TXT,KUKY,,low,,False,SourceDB,2.0,,,431,1.6937354988399071,0.6723123410808992,0.9713721571030156,0.07983503153074198,,21.0,2.7142857142857144,0.40598022685635554,,,,,,,,2.0,3.0,,22.0,2.272727272727273,1.0533936088842075,10.0,89,19.337078651685392,0.7812918872322516,64,2.890625,1.0819593172340065,6.0,132,4.28030303030303,0.9992869627426856,71.0,2.9014084507042255,1.231930244878705,95,3.4210526315789473,1.6289400852500706,,2.0,,72,0.1478575680732144,0.5889070297684551,1.0,13.0,1.3076923076923077,0.48208983737820577,0.20962811698105815,0.7074472433929365,131,3.885496183206107,0.7283935812217578,0.38100829880277093,0.3418507786146977,90,3.0,,,0.34430379746835443,12.099475524780075,5.623385012919897,8705.0,11.885594315245475,7.9430900677385345,12.787753425950118,40.76022901605552,13.7273292105798,15.0,5.954829967329721,0.028958783515468836,0.10594202898550731,0.7152035886818495,0.08730821769470098,226.0,89.0,12.930781316448392,3413.0,0.2971576227390181,12.42962962962963,1548.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/002_Komunalni-odpad.txt,673b7a37c6537d54ff062b8c,bad,002_Komunalni-odpad,data/KUKY/TXT,KUKY,,low,,False,SourceDB,4.0,,,396,1.8661616161616161,1.0337060655118464,0.9656603614305634,0.08945359521112371,,23.0,6.434782608695652,0.7435670503037124,,,,,,1.0,1.0,,2.0,,25.0,2.92,1.0364894486590106,22.0,68,23.720588235294116,0.7968531134740763,45,1.8666666666666667,0.6814702266121482,6.0,108,3.4722222222222223,0.9379562590682111,64.0,3.1875,1.0198472270400527,79,2.5443037974683542,0.926671557988903,,2.0,,60,0.13553710057123566,0.4965822376982296,1.0,23.0,1.0869565217391304,0.265055740278428,0.17998088867654083,0.6553278548214073,108,5.018518518518518,1.0391453793891445,0.40105393914383697,0.33729755991505134,85,3.0,,,0.35964912280701755,14.933347991984128,5.712319339298004,8300.0,12.609428768066065,8.107034314913955,16.365837860815347,23.825004372292625,16.888421521395895,15.0,5.903208832688859,0.03856074454727067,0.10858197932053182,0.6896454948301329,0.12246628035567565,272.0,68.0,15.188113842472408,3444.0,0.34686854783207155,13.5,1453.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/006_Chci ZMĚNIT DŮCHOD - V. 21.txt,673b7a37c6537d54ff062b8f,good,006_Chci ZMĚNIT DŮCHOD - V. 21,data/KUKY/TXT,KUKY,,high,,False,SourceDB,5.0,,,156,1.4807692307692308,0.7092046111485192,0.978937728937729,0.07164378409516856,1.0,9.0,4.111111111111111,0.6486486486486487,,,,,,,1.0,,,,24.0,2.625,0.7435681685068308,1.0,74,13.567567567567568,1.1243051753428026,26,2.0384615384615383,0.7907799053267385,,103,2.6893203883495147,0.7139781669790357,49.0,2.0408163265306123,0.5474638496436697,22,2.0454545454545454,0.8858944270735917,,,,50,0.2369388869725395,0.6159098759089396,,15.0,1.6,0.5175491695067655,0.29505050505050506,0.7476789361454217,62,2.370967741935484,0.6840743523178497,0.30855009037840103,0.37877637231175865,33,1.0,,,0.6976744186046512,7.89729419354839,5.763440860215054,4288.0,11.305107526881722,7.364019513926971,9.204170161290321,51.195937419354834,9.559397849462366,10.666666666666666,5.881512927366518,0.02282593848340329,0.07589147286821707,0.6914883720930233,0.07215878616295311,147.0,75.0,9.856247865180311,1665.0,0.3709677419354839,9.0,744.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/004_Nevyplaceni-mzdy.txt,673b7a37c6537d54ff062b8e,bad,004_Nevyplaceni-mzdy,data/KUKY/TXT,KUKY,,low,,False,SourceDB,2.0,1.0,2.0,453,1.596026490066225,0.7005560807765466,0.9734713900276815,0.07821160941298236,,13.0,2.6923076923076925,0.1784285142399542,,,,,3.0,,,,,,25.0,2.56,0.6184553170332248,13.0,91,22.0989010989011,0.7429718335217029,69,1.9130434782608696,0.7043944982320088,18.0,124,4.362903225806452,1.1581984324011736,52.0,2.8076923076923075,1.0743861132265544,86,3.1744186046511627,1.399819279252987,1.0,2.0,,61,0.1450902565720857,0.4343428303008909,5.0,24.0,1.2083333333333333,0.42122265741024956,0.15211414742664742,0.4521163142765702,126,3.6825396825396823,0.722675246902187,0.37972465461317056,0.38051784654979176,75,6.0,,,0.33080808080808083,14.337505452170284,5.790864061640066,10522.0,12.88470005503577,8.155260752994641,14.196054170925386,35.98072076904933,16.22016486540427,17.0,5.871905984721833,0.04185043322272541,0.09278230500582074,0.684918509895227,0.1327945777291751,305.0,91.0,14.710472776342854,4020.0,0.3082003302146395,13.13076923076923,1817.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/008_Policie.txt,673b7a37c6537d54ff062b90,bad,008_Policie,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,3.0,,1.0,411,1.7445255474452555,0.8615436932962438,0.9619456748267396,0.09302239602922928,,8.0,6.5,0.6629935441317959,,,,,5.0,,,,,,26.0,2.1538461538461537,0.773476118650375,13.0,88,18.40909090909091,0.9822988047824486,42,2.738095238095238,0.782304642243579,4.0,105,3.104761904761905,0.8473743535809835,40.0,2.475,0.8823071058145683,63,2.7777777777777777,0.8828692227709204,,,,57,0.1778016459955521,0.7336347523059721,8.0,25.0,1.2,0.41666666666666663,0.19446076146076144,0.6599819169306165,101,4.257425742574258,1.1375035525533053,0.3831770306729842,0.39718139139145536,103,12.0,,,0.3560371517027864,11.783597334100499,5.749648382559775,8176.0,12.3534458509142,8.089095099100172,12.864052870476918,37.9349606188467,14.339867024677154,15.0,6.04149814345042,0.025114945022238145,0.07191232048374907,0.7478231292517007,0.06319712077191629,255.0,88.0,13.319297830178854,3247.0,0.3368495077355837,14.324561403508772,1422.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/005_Ochrana-spotrebitele.txt,673b7a37c6537d54ff062b93,bad,005_Ochrana-spotrebitele,data/KUKY/TXT,KUKY,,low,,False,SourceDB,12.0,,,897,1.8049052396878484,1.0717640778426918,0.9640523856972908,0.0902137020774256,,36.0,4.138888888888889,0.9457761500887453,,,,1.0,1.0,1.0,1.0,,3.0,,80.0,2.0125,0.9100458200706055,28.0,236,19.10169491525424,1.2310003448027573,128,1.9453125,0.7335630613495243,15.0,301,3.3421926910299002,0.8888873311091664,174.0,2.5919540229885056,1.0584246346481303,167,2.6467065868263475,0.9274146724455272,,4.0,,161,0.1831298967100316,0.6245538729292573,14.0,59.0,1.3559322033898304,0.6088163332124121,0.20681377446083327,0.6109362999342417,267,3.797752808988764,1.1219270715968284,0.36723674769271963,0.3651870060953315,188,6.0,,,0.3612565445026178,13.15128959673303,5.90684022460439,23143.0,13.21972945380296,9.058242611261514,13.741494078611534,34.3044038591118,15.336951505870344,23.0,5.9995467246613305,0.028110845157022207,0.08681068342498033,0.733770620581304,0.08269552164108825,641.0,225.0,14.034977192291013,9043.0,0.29683511995916284,13.645348837209303,3918.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/016_Obcane-EU.txt,673b7a37c6537d54ff062b98,bad,016_Obcane-EU,data/KUKY/TXT,KUKY,,low,,False,SourceDB,,,,68,1.5588235294117647,0.5472911818313398,0.981827731092437,0.06662292099553256,,2.0,4.0,0.3535533905932738,,,,,,,,,,,4.0,1.75,0.8571428571428571,,22,15.272727272727273,0.8326852030907479,9,1.6666666666666667,0.6708203932499369,,30,3.1333333333333333,0.5969749376590306,12.0,2.0,0.6030226891555273,14,2.2857142857142856,0.5541582320545696,,,,20,0.1599722086424214,0.5437780085691716,,2.0,1.5,0.47140452079103173,0.2833333333333333,0.5823232315653922,27,2.962962962962963,0.6517635100839284,0.3174633899780098,0.3471781444116055,6,,,,0.44285714285714284,9.628691919191919,5.619528619528619,1669.0,11.39326599326599,7.1694267187026295,10.707299663299658,47.65074410774412,11.325925925925926,6.0,6.107314903286115,0.011117075542314458,0.09045454545454534,0.7702525252525253,0.03457103105428513,114.0,22.0,11.20814326018867,653.0,0.5959595959595959,9.633333333333333,297.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/019_Dětský domov (rodiče) - V. 20.txt,673b7a37c6537d54ff062b99,good,019_Dětský domov (rodiče) - V. 20,data/KUKY/TXT,KUKY,,high,,False,SourceDB,,1.0,,234,1.4914529914529915,0.68681017328419,0.985603143295451,0.05854554553378502,,2.0,2.0,-1.0,,,,,,,,,,,32.0,2.5,0.6096006096009143,6.0,87,17.310344827586206,1.1367322391416181,36,2.138888888888889,0.5492578771386646,,133,2.736842105263158,0.6669383747906056,80.0,2.4625,0.7193454963849132,47,2.2127659574468086,0.9653019991564856,,,,69,0.22759853022023308,0.4458854937814173,,24.0,1.4166666666666667,0.5474340763969683,0.3276098901098901,0.664321297258889,101,2.4752475247524752,0.831090079353616,0.35973885888408097,0.39822258422912743,47,1.0,,,0.672566371681416,6.8730409845582265,5.4287317620650954,4837.0,9.822446689113358,7.385411308036212,9.45357896977437,50.098327373350344,10.740771701691243,12.0,5.810390152153724,0.0249169650637929,0.1287247474747475,0.6638762626262626,0.07772744802624183,194.0,87.0,10.580127515348655,2002.0,0.3569023569023569,10.397350993377483,891.0
corpora_selected_txt/KUK_1.0/data/KUKY/TXT/007_DŮCHODOVÉ pojištění - příspěvkové doby - I. 23.txt,673b7a37c6537d54ff062b97,good,007_DŮCHODOVÉ pojištění - příspěvkové doby - I. 23,data/KUKY/TXT,KUKY,,high,,False,SourceDB,11.0,1.0,,293,1.6416382252559727,0.6979773365771116,0.9672753867293116,0.08697169705446496,,6.0,2.8333333333333335,0.4126041862764749,,,,,,1.0,,,1.0,,16.0,2.25,0.7166451331820932,,102,19.892156862745097,1.9404236549814395,67,1.9701492537313432,0.7443578295050292,1.0,151,4.735099337748345,4.397578010290946,58.0,2.3620689655172415,0.9031338034716986,46,2.8043478260869565,0.6996564820612932,,18.0,,71,0.1666607346732611,0.42850210960686197,,13.0,1.2307692307692308,0.48680506023116343,0.27925824175824177,0.8929174013559552,122,2.7295081967213113,1.0966103243054046,0.30416108584870827,0.3675774099303704,75,1.0,,,0.5067114093959731,10.815732291524498,6.085073472544471,7868.0,13.443696829079661,7.514674368908034,11.876395796369593,38.15260938992765,12.618925435603478,15.0,5.7905742734689865,0.03176202489169317,0.08946398659966492,0.652747068676717,0.1022784386216421,197.0,102.0,11.964775612504784,3069.0,0.288476411446249,14.04,1293.0
